id,content
2236,"['root', 'binary', 'tree', 'consists', 'exactly', 'left', 'right', 'return', 'true', 'value', 'root', 'equal', 'sum', 'values', 'two', 'false', 'root', 'true', 'values', 'left', 'right', 'child', 'equal', 'return', 'root', 'false', 'values', 'left', 'right', 'child', 'equal', 'return', 'tree', 'consists', 'left', 'right', 'tree', 'binary tree']"
2235,"['two', 'integers', 'return', 'sum', 'two', 'sum', 'math']"
2286,"['concert', 'hall', 'rows', 'numbered', 'numbered', 'need', 'design', 'ticketing', 'system', 'allocate', 'seats', 'following', 'group', 'spectators', 'sit', 'together', 'every', 'member', 'group', 'spectators', 'get', 'may', 'may', 'sit', 'note', 'spectators', 'book', 'seats', 'member', 'group', 'get', 'seat', 'row', 'number', 'less', 'equal', 'maxrow', 'vary', 'group', 'case', 'multiple', 'rows', 'choose', 'row', 'smallest', 'number', 'multiple', 'seats', 'choose', 'seat', 'smallest', 'number', 'implement', 'bookmyshow', 'int', 'initializes', 'object', 'number', 'rows', 'number', 'seats', 'per', 'int', 'returns', 'array', 'length', 'denoting', 'row', 'seat', 'number', 'first', 'seat', 'allocated', 'members', 'must', 'sit', 'returns', 'smallest', 'possible', 'seats', 'valid', 'empty', 'row', 'returns', 'case', 'possible', 'allocate', 'seats', 'boolean', 'int', 'returns', 'true', 'members', 'group', 'allocated', 'seats', 'rows', 'may', 'may', 'sit', 'seats', 'allocates', 'seats', 'group', 'smallest', 'row', 'smallest', 'possible', 'seat', 'numbers', 'returns', 'input', 'output', 'explanation', 'bookmyshow', 'bms', 'new', 'rows', 'seats', 'return', 'group', 'books', 'seats', 'row', 'return', 'seat', 'left', 'row', 'possible', 'book', 'consecutive', 'return', 'true', 'group', 'books', 'seat', 'row', 'seats', 'row', 'return', 'false', 'one', 'seat', 'left', 'maxrow', 'calls', 'total', 'made', 'gather', 'binary search', 'design', 'binary indexed tree', 'segment tree']"
2285,"['integer', 'denoting', 'number', 'cities', 'cities', 'numbered', 'also', 'integer', 'array', 'roads', 'denotes', 'exists', 'bidirectional', 'road', 'connecting', 'cities', 'ai', 'need', 'assign', 'city', 'integer', 'value', 'value', 'used', 'importance', 'road', 'defined', 'sum', 'values', 'two', 'cities', 'return', 'maximum', 'total', 'importance', 'roads', 'possible', 'assigning', 'values', 'roads', 'figure', 'shows', 'country', 'assigned', 'values', 'road', 'importance', 'road', 'importance', 'road', 'importance', 'road', 'importance', 'road', 'importance', 'road', 'importance', 'total', 'importance', 'roads', 'shown', 'cannot', 'obtain', 'greater', 'total', 'importance', 'roads', 'figure', 'shows', 'country', 'assigned', 'values', 'road', 'importance', 'road', 'importance', 'road', 'importance', 'total', 'importance', 'roads', 'shown', 'cannot', 'obtain', 'greater', 'total', 'importance', 'bi', 'ai', 'bi', 'duplicate', 'greedy', 'graph', 'sorting', 'heap (priority queue)']"
2284,"['chat', 'log', 'two', 'string', 'arrays', 'messages', 'senders', 'message', 'sent', 'message', 'list', 'words', 'separated', 'single', 'space', 'leading', 'trailing', 'word', 'count', 'sender', 'total', 'number', 'words', 'sent', 'note', 'sender', 'may', 'send', 'one', 'return', 'sender', 'largest', 'word', 'one', 'sender', 'largest', 'word', 'return', 'one', 'lexicographically', 'largest', 'uppercase', 'letters', 'come', 'lowercase', 'letters', 'lexicographical', 'messages', 'day', 'day', 'senders', 'alice', 'sends', 'total', 'usertwo', 'sends', 'total', 'userthree', 'sends', 'total', 'since', 'alice', 'largest', 'word', 'return', 'messages', 'leetcode', 'useful', 'senders', 'bob', 'sends', 'total', 'charlie', 'sends', 'total', 'since', 'tie', 'largest', 'word', 'return', 'sender', 'lexicographically', 'larger', 'consists', 'uppercase', 'lowercase', 'english', 'letters', 'words', 'separated', 'single', 'leading', 'trailing', 'consists', 'uppercase', 'lowercase', 'english', 'letters', 'array', 'hash table', 'string', 'counting']"
2283,"['string', 'num', 'length', 'consisting', 'return', 'true', 'every', 'index', 'range', 'digit', 'occurs', 'times', 'otherwise', 'return', 'num', 'true', 'digit', 'occurs', 'digit', 'occurs', 'twice', 'digit', 'occurs', 'digit', 'occurs', 'zero', 'times', 'condition', 'holds', 'true', 'every', 'index', 'return', 'num', 'false', 'digit', 'occur', 'zero', 'actually', 'occurs', 'twice', 'digit', 'occur', 'three', 'actually', 'occurs', 'zero', 'times', 'digit', 'occurs', 'zero', 'times', 'indices', 'violate', 'return', 'num', 'consists', 'hash table', 'string', 'counting']"
2290,"['integer', 'array', 'grid', 'size', 'cell', 'one', 'two', 'represents', 'empty', 'represents', 'obstacle', 'may', 'move', 'right', 'empty', 'return', 'minimum', 'number', 'obstacles', 'remove', 'move', 'upper', 'left', 'corner', 'lower', 'right', 'corner', 'grid', 'remove', 'obstacles', 'create', 'path', 'shown', 'need', 'remove', 'least', 'return', 'note', 'may', 'ways', 'remove', 'obstacles', 'create', 'grid', 'move', 'without', 'removing', 'return', 'either', 'array', 'breadth-first search', 'graph', 'heap (priority queue)', 'matrix', 'shortest path']"
2289,"['integer', 'array', 'one', 'remove', 'elements', 'return', 'number', 'steps', 'performed', 'nums', 'becomes', 'nums', 'following', 'steps', 'step', 'becomes', 'step', 'becomes', 'step', 'becomes', 'return', 'nums', 'nums', 'already', 'return', 'array', 'linked list', 'stack', 'monotonic stack']"
2288,"['sentence', 'string', 'separated', 'words', 'word', 'contain', 'lowercase', 'dollar', 'sign', 'word', 'represents', 'price', 'sequence', 'digits', 'preceded', 'dollar', 'represent', 'prices', 'string', 'sentence', 'representing', 'sentence', 'integer', 'word', 'representing', 'apply', 'discount', 'price', 'update', 'word', 'updated', 'prices', 'represented', 'exactly', 'two', 'decimal', 'return', 'string', 'representing', 'modified', 'note', 'prices', 'contain', 'sentence', 'candies', 'discount', 'candies', 'words', 'represent', 'prices', 'discount', 'yields', 'replaced', 'discount', 'yields', 'since', 'need', 'exactly', 'decimal', 'places', 'replace', 'sentence', 'discount', 'applying', 'discount', 'price', 'result', 'words', 'representing', 'prices', 'replaced', 'sentence', 'consists', 'lowercase', 'english', 'sentence', 'leading', 'trailing', 'words', 'sentence', 'separated', 'single', 'prices', 'positive', 'numbers', 'without', 'leading', 'prices', 'discount', 'string']"
2287,"['two', 'strings', 'take', 'letters', 'rearrange', 'form', 'new', 'return', 'maximum', 'number', 'copies', 'target', 'formed', 'taking', 'letters', 'rearranging', 'target', 'first', 'copy', 'take', 'letters', 'indices', 'second', 'copy', 'take', 'letters', 'indices', 'strings', 'formed', 'rearranged', 'make', 'two', 'copies', 'return', 'target', 'make', 'one', 'copy', 'taking', 'letters', 'indices', 'make', 'one', 'copy', 'return', 'note', 'extra', 'indices', 'cannot', 'reuse', 'letter', 'index', 'cannot', 'make', 'second', 'copy', 'target', 'make', 'one', 'copy', 'taking', 'letters', 'indices', 'make', 'one', 'copy', 'return', 'target', 'consist', 'lowercase', 'english', 'hash table', 'string', 'counting']"
2281,"['ruler', 'army', 'wizards', 'integer', 'array', 'denotes', 'strength', 'ith', 'contiguous', 'group', 'wizards', 'strengths', 'form', 'subarray', 'total', 'strength', 'defined', 'product', 'following', 'two', 'strength', 'weakest', 'wizard', 'total', 'individual', 'strengths', 'wizards', 'return', 'sum', 'total', 'strengths', 'contiguous', 'groups', 'since', 'answer', 'may', 'return', 'modulo', 'subarray', 'contiguous', 'sequence', 'elements', 'within', 'strength', 'following', 'contiguous', 'groups', 'total', 'strength', 'total', 'strength', 'total', 'strength', 'total', 'strength', 'total', 'strength', 'total', 'strength', 'total', 'strength', 'total', 'strength', 'total', 'strength', 'total', 'strength', 'sum', 'total', 'strengths', 'strength', 'following', 'contiguous', 'groups', 'total', 'strength', 'total', 'strength', 'total', 'strength', 'total', 'strength', 'total', 'strength', 'total', 'strength', 'sum', 'total', 'strengths', 'array', 'stack', 'monotonic stack', 'prefix sum']"
2280,"['integer', 'array', 'stockprices', 'indicates', 'price', 'stock', 'day', 'dayi', 'line', 'chart', 'created', 'array', 'plotting', 'points', 'xy', 'plane', 'representing', 'day', 'representing', 'price', 'connecting', 'adjacent', 'one', 'shown', 'return', 'minimum', 'number', 'lines', 'needed', 'represent', 'line', 'stockprices', 'diagram', 'represents', 'representing', 'day', 'representing', 'following', 'lines', 'drawn', 'represent', 'line', 'line', 'passing', 'line', 'line', 'passing', 'shown', 'possible', 'represent', 'line', 'chart', 'using', 'less', 'stockprices', 'shown', 'diagram', 'line', 'chart', 'represented', 'single', 'pricei', 'dayi', 'array', 'math', 'geometry', 'sorting', 'number theory']"
2279,"['bags', 'numbered', 'two', 'integer', 'arrays', 'capacity', 'ith', 'bag', 'hold', 'maximum', 'rocks', 'currently', 'contains', 'also', 'integer', 'number', 'additional', 'rocks', 'place', 'return', 'maximum', 'number', 'bags', 'could', 'full', 'capacity', 'placing', 'additional', 'rocks', 'capacity', 'rocks', 'additionalrocks', 'place', 'rock', 'bag', 'rock', 'bag', 'number', 'rocks', 'bag', 'bags', 'full', 'bags', 'full', 'return', 'shown', 'possible', 'bags', 'full', 'note', 'may', 'ways', 'placing', 'rocks', 'result', 'answer', 'capacity', 'rocks', 'additionalrocks', 'place', 'rocks', 'bag', 'rocks', 'bag', 'number', 'rocks', 'bag', 'bags', 'full', 'bags', 'full', 'return', 'shown', 'possible', 'bags', 'full', 'note', 'use', 'additional', 'additionalrocks', 'array', 'greedy', 'sorting']"
2278,"['string', 'character', 'return', 'percentage', 'characters', 'equal', 'letter', 'rounded', 'nearest', 'whole', 'letter', 'percentage', 'characters', 'equal', 'letter', 'rounded', 'return', 'letter', 'percentage', 'characters', 'equal', 'letter', 'return', 'consists', 'lowercase', 'english', 'letter', 'lowercase', 'english', 'string']"
2246,"['tree', 'undirected', 'graph', 'rooted', 'node', 'consisting', 'nodes', 'numbered', 'tree', 'represented', 'array', 'parent', 'size', 'parent', 'node', 'since', 'node', 'also', 'string', 'length', 'character', 'assigned', 'node', 'return', 'length', 'longest', 'path', 'tree', 'pair', 'adjacent', 'nodes', 'path', 'character', 'assigned', 'parent', 'longest', 'path', 'two', 'adjacent', 'nodes', 'different', 'characters', 'tree', 'length', 'path', 'proven', 'longer', 'path', 'satisfies', 'parent', 'longest', 'path', 'two', 'adjacent', 'nodes', 'different', 'characters', 'length', 'path', 'parent', 'represents', 'valid', 'consists', 'lowercase', 'english', 'array', 'string', 'tree', 'depth-first search', 'graph', 'topological sort']"
2245,"['integer', 'array', 'grid', 'size', 'cell', 'contains', 'positive', 'cornered', 'path', 'defined', 'set', 'adjacent', 'cells', 'one', 'path', 'exclusively', 'move', 'either', 'horizontally', 'vertically', 'turn', 'without', 'returning', 'previously', 'visited', 'path', 'move', 'exclusively', 'alternate', 'move', 'vertically', 'moved', 'vice', 'also', 'without', 'returning', 'previously', 'visited', 'product', 'path', 'defined', 'product', 'values', 'return', 'maximum', 'number', 'trailing', 'zeros', 'product', 'cornered', 'path', 'found', 'horizontal', 'movement', 'means', 'moving', 'either', 'left', 'right', 'vertical', 'movement', 'means', 'moving', 'either', 'grid', 'grid', 'left', 'shows', 'valid', 'cornered', 'product', 'trailing', 'shown', 'maximum', 'trailing', 'zeros', 'product', 'cornered', 'grid', 'middle', 'cornered', 'path', 'one', 'grid', 'right', 'cornered', 'path', 'requires', 'return', 'previously', 'visited', 'grid', 'grid', 'shown', 'figure', 'cornered', 'paths', 'grid', 'result', 'product', 'trailing', 'array', 'matrix', 'prefix sum']"
2244,"['integer', 'array', 'represents', 'difficulty', 'level', 'complete', 'either', 'tasks', 'difficulty', 'return', 'minimum', 'rounds', 'required', 'complete', 'possible', 'complete', 'tasks', 'complete', 'possible', 'plan', 'first', 'complete', 'tasks', 'difficulty', 'level', 'second', 'complete', 'tasks', 'difficulty', 'level', 'third', 'complete', 'tasks', 'difficulty', 'level', 'fourth', 'complete', 'tasks', 'difficulty', 'level', 'shown', 'tasks', 'cannot', 'completed', 'fewer', 'answer', 'tasks', 'task', 'difficulty', 'level', 'complete', 'either', 'tasks', 'difficulty', 'cannot', 'complete', 'answer', 'array', 'hash table', 'greedy', 'counting']"
2243,"['string', 'consisting', 'digits', 'integer', 'round', 'completed', 'length', 'greater', 'one', 'divide', 'consecutive', 'groups', 'size', 'first', 'characters', 'first', 'next', 'characters', 'second', 'note', 'size', 'last', 'group', 'smaller', 'replace', 'group', 'string', 'representing', 'sum', 'replaced', 'merge', 'consecutive', 'groups', 'together', 'form', 'new', 'length', 'string', 'greater', 'repeat', 'step', 'return', 'rounds', 'first', 'divide', 'groups', 'size', 'calculate', 'digit', 'sum', 'becomes', 'first', 'second', 'divide', 'calculate', 'digit', 'sum', 'becomes', 'second', 'return', 'divide', 'calculate', 'digit', 'sum', 'becomes', 'whose', 'length', 'equal', 'return', 'consists', 'digits', 'string', 'simulation']"
2272,"['variance', 'string', 'defined', 'largest', 'difference', 'number', 'occurrences', 'characters', 'present', 'note', 'two', 'characters', 'may', 'may', 'string', 'consisting', 'lowercase', 'english', 'letters', 'return', 'largest', 'variance', 'possible', 'among', 'substrings', 'substring', 'contiguous', 'sequence', 'characters', 'within', 'possible', 'variances', 'along', 'respective', 'substrings', 'listed', 'variance', 'substrings', 'variance', 'substrings', 'variance', 'substrings', 'variance', 'substring', 'since', 'largest', 'possible', 'variance', 'return', 'letter', 'occurs', 'variance', 'every', 'substring', 'consists', 'lowercase', 'english', 'array', 'dynamic programming']"
2271,"['integer', 'array', 'tiles', 'represents', 'every', 'tile', 'range', 'li', 'ri', 'colored', 'also', 'integer', 'length', 'single', 'carpet', 'placed', 'return', 'maximum', 'number', 'white', 'tiles', 'covered', 'tiles', 'carpetlen', 'place', 'carpet', 'starting', 'tile', 'covers', 'white', 'return', 'note', 'may', 'places', 'carpet', 'covers', 'white', 'shown', 'carpet', 'cannot', 'cover', 'white', 'tiles', 'carpetlen', 'place', 'carpet', 'starting', 'tile', 'covers', 'white', 'return', 'li', 'ri', 'carpetlen', 'tiles', 'array', 'binary search', 'greedy', 'sorting', 'prefix sum']"
2270,"['integer', 'array', 'nums', 'length', 'nums', 'contains', 'valid', 'split', 'index', 'following', 'sum', 'first', 'elements', 'greater', 'equal', 'sum', 'last', 'least', 'one', 'element', 'right', 'return', 'number', 'valid', 'splits', 'nums', 'three', 'ways', 'splitting', 'nums', 'two', 'split', 'nums', 'index', 'first', 'part', 'sum', 'second', 'part', 'sum', 'since', 'valid', 'split', 'nums', 'index', 'first', 'part', 'sum', 'second', 'part', 'sum', 'since', 'valid', 'split', 'nums', 'index', 'first', 'part', 'sum', 'second', 'part', 'sum', 'since', 'valid', 'number', 'valid', 'splits', 'nums', 'nums', 'two', 'valid', 'splits', 'split', 'nums', 'index', 'first', 'part', 'sum', 'second', 'part', 'sum', 'since', 'valid', 'split', 'nums', 'index', 'first', 'part', 'sum', 'second', 'part', 'sum', 'since', 'valid', 'array', 'prefix sum']"
2276,"['empty', 'set', 'implement', 'data', 'structure', 'add', 'interval', 'set', 'count', 'number', 'integers', 'present', 'least', 'one', 'implement', 'countintervals', 'initializes', 'object', 'empty', 'set', 'void', 'int', 'adds', 'interval', 'set', 'int', 'returns', 'number', 'integers', 'present', 'least', 'one', 'note', 'interval', 'denotes', 'integers', 'left', 'input', 'output', 'explanation', 'countintervals', 'countintervals', 'new', 'initialize', 'object', 'empty', 'set', 'add', 'set', 'add', 'set', 'return', 'integers', 'present', 'interval', 'integers', 'present', 'interval', 'add', 'set', 'return', 'integers', 'present', 'interval', 'integers', 'present', 'interval', 'integers', 'present', 'intervals', 'integers', 'present', 'interval', 'left', 'right', 'calls', 'total', 'made', 'add', 'least', 'one', 'call', 'made', 'design', 'segment tree', 'ordered set']"
2275,"['bitwise', 'array', 'nums', 'bitwise', 'integers', 'nums', 'bitwise', 'equal', 'nums', 'bitwise', 'array', 'positive', 'integers', 'evaluate', 'bitwise', 'every', 'combination', 'numbers', 'number', 'candidates', 'may', 'used', 'return', 'size', 'largest', 'combination', 'candidates', 'bitwise', 'greater', 'candidates', 'combination', 'bitwise', 'size', 'combination', 'shown', 'combination', 'size', 'greater', 'bitwise', 'greater', 'note', 'one', 'combination', 'may', 'largest', 'combination', 'bitwise', 'candidates', 'largest', 'combination', 'bitwise', 'size', 'combination', 'return', 'array', 'hash table', 'bit manipulation', 'counting']"
2274,"['alice', 'manages', 'company', 'rented', 'floors', 'building', 'office', 'alice', 'decided', 'floors', 'special', 'used', 'relaxation', 'two', 'integers', 'bottom', 'denote', 'alice', 'rented', 'floors', 'bottom', 'top', 'also', 'integer', 'array', 'denotes', 'special', 'floor', 'alice', 'designated', 'return', 'maximum', 'number', 'consecutive', 'floors', 'without', 'special', 'bottom', 'top', 'special', 'following', 'ranges', 'consecutive', 'floors', 'without', 'special', 'total', 'amount', 'total', 'amount', 'total', 'amount', 'return', 'maximum', 'number', 'bottom', 'top', 'special', 'every', 'floor', 'rented', 'special', 'return', 'bottom', 'top', 'values', 'special', 'array', 'sorting']"
2242,"['undirected', 'graph', 'numbered', 'integer', 'array', 'scores', 'length', 'denotes', 'score', 'node', 'also', 'integer', 'array', 'edges', 'denotes', 'exists', 'undirected', 'edge', 'connecting', 'nodes', 'ai', 'node', 'sequence', 'valid', 'meets', 'following', 'edge', 'connecting', 'every', 'pair', 'adjacent', 'nodes', 'node', 'appears', 'score', 'node', 'sequence', 'defined', 'sum', 'scores', 'nodes', 'return', 'maximum', 'score', 'valid', 'node', 'sequence', 'length', 'sequence', 'return', 'scores', 'edges', 'figure', 'shows', 'graph', 'chosen', 'node', 'sequence', 'score', 'node', 'sequence', 'shown', 'node', 'sequence', 'score', 'note', 'sequences', 'also', 'valid', 'score', 'sequence', 'valid', 'since', 'edge', 'connects', 'nodes', 'scores', 'edges', 'figure', 'shows', 'valid', 'node', 'sequences', 'length', 'return', 'bi', 'ai', 'bi', 'duplicate', 'array', 'graph', 'sorting', 'enumeration']"
2241,"['atm', 'machine', 'stores', 'banknotes', 'initially', 'atm', 'user', 'use', 'machine', 'deposit', 'withdraw', 'amount', 'machine', 'prioritizes', 'using', 'banknotes', 'larger', 'want', 'withdraw', 'machine', 'use', 'try', 'withdraw', 'banknotes', 'withdraw', 'request', 'rejected', 'machine', 'first', 'try', 'use', 'banknote', 'unable', 'use', 'banknotes', 'complete', 'remaining', 'note', 'machine', 'allowed', 'use', 'banknotes', 'instead', 'implement', 'atm', 'initializes', 'atm', 'void', 'deposits', 'new', 'banknotes', 'order', 'returns', 'array', 'length', 'number', 'banknotes', 'handed', 'user', 'order', 'update', 'number', 'banknotes', 'atm', 'returns', 'possible', 'withdraw', 'banknotes', 'input', 'output', 'explanation', 'atm', 'atm', 'new', 'deposits', 'returns', 'machine', 'uses', 'banknote', 'banknotes', 'left', 'machine', 'deposits', 'banknotes', 'machine', 'returns', 'machine', 'try', 'use', 'banknote', 'unable', 'complete', 'remaining', 'withdraw', 'request', 'since', 'request', 'number', 'banknotes', 'machine', 'returns', 'machine', 'uses', 'banknote', 'amount', 'calls', 'total', 'made', 'withdraw', 'least', 'one', 'call', 'made', 'function', 'withdraw', 'array', 'greedy', 'design']"
2240,"['integer', 'total', 'indicating', 'amount', 'money', 'also', 'two', 'integers', 'indicating', 'price', 'pen', 'pencil', 'spend', 'part', 'money', 'buy', 'multiple', 'quantities', 'kind', 'writing', 'return', 'number', 'distinct', 'ways', 'buy', 'number', 'pens', 'total', 'price', 'pen', 'price', 'pencil', 'buy', 'buy', 'buy', 'buy', 'buy', 'cannot', 'buy', 'total', 'number', 'ways', 'buy', 'pens', 'pencils', 'total', 'price', 'pens', 'pencils', 'cost', 'cannot', 'buy', 'writing', 'buy', 'pens', 'math', 'enumeration']"
2239,"['integer', 'array', 'nums', 'size', 'return', 'number', 'value', 'closest', 'multiple', 'return', 'number', 'largest', 'nums', 'distance', 'distance', 'distance', 'distance', 'distance', 'closest', 'number', 'array', 'nums', 'closest', 'numbers', 'larger', 'array']"
